id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9596,"the down home , spacious, central and fab!",14942,Joyce,Other neighborhoods,Wallingford,47.65608,-122.33602,Entire home/apt,130,30,97,9/28/2020,0.69,2,82,0,STR -OPLI-19-002622
6606,"Fab, private seattle urban cottage!",14942,Joyce,Other neighborhoods,Wallingford,47.65444,-122.33629,Entire home/apt,99,30,159,9/3/2022,0.97,2,141,2,str-opli-19-002622
844939,"Five Star Downtown Designer Urban Suite, Space Needle View",4411144,Emma,Downtown,Belltown,47.61503,-122.3475,Entire home/apt,133,2,185,12/12/2022,1.54,2,154,43,STR-OPLI-19-000420
9909,Luna Lower - Friendly West Seattle Location,33360,Laura,West Seattle,Fairmount Park,47.56612,-122.37273,Entire home/apt,250,3,81,5/25/2022,0.51,10,364,3,STR-OPLI-19-000033
9419,Glorious sun room w/ memory foambed,30559,Angielena,Other neighborhoods,Georgetown,47.55017,-122.31937,Private room,56,2,174,10/16/2022,1.15,9,363,20,STR-OPLI-19-003039
9531,The Adorable Sweet Orange Craftsman,31481,Cassie,West Seattle,Fairmount Park,47.55495,-122.38663,Entire home/apt,176,3,70,11/30/2022,0.53,2,251,15,STR-OPLI-19-002182
846763,Right at Home in Ravenna,4421734,Tara,Other neighborhoods,Ravenna,47.67995,-122.30859,Private room,60,30,75,12/11/2022,0.62,1,237,2,
25002,Beautiful Private  Spot in North Ballard,102684,Amanda,Ballard,Whittier Heights,47.67947,-122.37196,Entire home/apt,86,2,961,12/11/2022,6.23,1,150,70,STR-OPLI-19-002617
877203,In Jimi Hendrix's neighborhood 2,287172,Laura,Central Area,Atlantic,47.60029,-122.30185,Private room,53,30,102,10/23/2022,0.86,2,277,3,STR-OPLI-19-002301
879181,In Jimi Hendrix's neighborhood 3,287172,Laura,Central Area,Atlantic,47.60096,-122.3019,Private room,53,30,99,12/16/2022,0.82,2,215,5,STR-OPLI-19-002301
902609,Entire guest suite in West Seattle,3264544,Fabio,Delridge,Highland Park,47.52383,-122.35287,Entire home/apt,63,2,231,11/21/2022,1.94,5,340,23,STR-OPLI-19-002360
9534,The Coolest Tangerine Dream MIL!,31481,Cassie,West Seattle,Fairmount Park,47.55627,-122.38607,Entire home/apt,129,3,71,11/26/2022,0.53,2,239,12,STR-OPLI-19-002182
1764100,Center UW Chic Clean & Comfy 309,3074414,Melissa,University District,University District,47.66316,-122.31276,Entire home/apt,110,30,52,8/6/2022,0.47,119,365,1,STR-OPLI-19-002641
1773803,View Emerald City Jewel Apt UW 1BD Great Location,8026420,Sheldon,University District,University District,47.6568,-122.31299,Entire home/apt,92,30,304,12/8/2019,2.72,2,365,0,
904057,Seattle Mini Home with Hot Tub and Private Deck,4678869,Errin,Ballard,West Woodland,47.66617,-122.36693,Entire home/apt,95,3,487,12/5/2022,4.06,1,305,40,STR-OPLI-19-000380
1775016,Master Suite A in Capitol Hill Home,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Private room,77,1,397,12/5/2022,3.96,3,325,40,STR-OPLI-19-001755
68508,"Private Entry 180º Views City, Mountains & Lake",340192,Angela,Cascade,Eastlake,47.63815,-122.32344,Entire home/apt,195,30,1,11/1/2021,0.07,2,215,0,STR-OPLI-19-002747
1802663,Urban Oasis Within Wallingford home,9450725,Ron,Other neighborhoods,Wallingford,47.65428,-122.33766,Entire home/apt,114,2,318,12/18/2022,2.85,1,171,46,STR-OPLI-19-003318
1807936,JazzBb,3464851,Ev,Northgate,Maple Leaf,47.70265,-122.31618,Private room,60,30,26,11/10/2019,0.38,1,362,0,
942490,Charming Greenwood neighborhood flat,4705328,Lisa,Other neighborhoods,Greenwood,47.68726,-122.36279,Private room,129,2,132,9/19/2022,1.11,1,359,6,STR-OPLI-20-000322
948077,THE COTTAGE a Capitol Hill oasis - Free parking,365687,Erik,Capitol Hill,Broadway,47.62845,-122.32513,Entire home/apt,160,2,466,12/7/2022,3.93,1,315,70,STR-OPLI-21-000042
993804,Spacious bedroom across Children's,3169976,Valerie,Other neighborhoods,Laurelhurst,47.66308,-122.2838,Private room,78,30,5,9/26/2022,0.04,2,87,1,
1000883,Westside Hideaway,5486919,Nicole,West Seattle,North Admiral,47.58246,-122.39668,Entire home/apt,111,2,221,10/22/2022,1.91,1,79,25,STR-OPLI-19-003112
1012003,Capitol Hill Gem in Great Location,5567436,Larry & Suzi,Capitol Hill,Broadway,47.63948,-122.32236,Private room,145,30,36,10/20/2019,0.31,1,357,0,STR-OPLI-19-000062
1022135,"Contemporary, Cozy, and Warm Home",5387574,Sara,Northgate,Haller Lake,47.70662,-122.34358,Private room,82,30,9,11/20/2018,0.08,1,173,0,
1023693,"Get Cozy at a Hip, Vintage-Style Retreat",5635244,Shannon,Ballard,Whittier Heights,47.67936,-122.3704,Entire home/apt,96,1,344,12/20/2022,3.01,2,295,42,STR-OPLI-19-001088
1820794,"Cozy Suite, Covered Backyard Patio, Walk to Climate Pledge",9533123,Pam,Queen Anne,East Queen Anne,47.63089,-122.34815,Entire home/apt,140,2,550,12/6/2022,5.04,1,312,73,STR-OPLI-19-002846
1851863,Perfect Home away from home near Green Lake Park,9671138,Susanna,Other neighborhoods,Greenwood,47.69674,-122.34621,Entire home/apt,82,30,44,11/25/2019,0.4,1,357,0,
1900698,Glam Room in Diverse Neighborhood,3118422,Julie,Rainier Valley,Columbia City,47.55306,-122.28104,Private room,35,30,203,10/1/2022,1.84,1,237,2,
1905473,Central District Bungalow -,9890727,Stephen,Central Area,Mann,47.60728,-122.29714,Private room,75,30,7,9/6/2016,0.07,1,0,0,
1909058,Queen Anne Private Bed and Bath,2497928,Gary And Beth,Queen Anne,West Queen Anne,47.63812,-122.37077,Private room,100,3,168,12/5/2022,1.55,1,339,17,STR-OPLI-19-001496
1925661,Large 1BD w/bath/walkin closet; parking included,9975709,Bea,Beacon Hill,North Beacon Hill,47.57943,-122.30387,Private room,45,30,105,2/29/2020,1.01,1,211,0,825676
1042022,Perfect Location by Lake Washington,5736221,Lene & Johnny,Capitol Hill,Madison Park,47.63326,-122.28009,Entire home/apt,89,2,340,12/7/2022,2.9,1,327,37,STR-OPLI-19-002937
1043194,Bright CityView next to Convention Ctr,3294357,Grace,Downtown,First Hill,47.61107,-122.32888,Entire home/apt,175,30,50,8/22/2020,0.44,4,358,0,STR-OPLI-19-002980
1048798,"West Seattle Home, Dazzling View, Quiet & Tranquil",5774906,Carter,West Seattle,Fauntleroy,47.52586,-122.38272,Entire home/apt,170,2,421,12/20/2022,3.58,1,255,57,STR-OPLI-19-000502
1928010,Master Suite B in Capitol Hill Home,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Private room,84,1,488,12/4/2022,4.45,3,286,28,STR-OPLI-19-001755
116221,"Modern, Light-Filled Fremont Flat",587302,Danni,Other neighborhoods,Fremont,47.65474,-122.35546,Entire home/apt,75,90,48,3/26/2022,0.34,1,0,1,
1935439,Sunny Private Room by Carkeek Park,10014839,Timothy,Other neighborhoods,Greenwood,47.70407,-122.36123,Private room,35,31,18,12/13/2022,0.17,1,96,2,
1976382,Modern luxury on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62372,-122.32417,Entire home/apt,81,30,95,10/30/2022,0.88,10,339,2,STR-OPLI-19-002118
1983713,Private  Retreat in the City,10235544,Scott (Aka Skip),Central Area,Leschi,47.59181,-122.29372,Entire home/apt,106,15,52,2/28/2022,0.49,2,325,2,STR-OPLI-19-002543
1984692,Sunny Green Lake home with a view,5525120,Esther,Other neighborhoods,Greenwood,47.68448,-122.34495,Entire home/apt,359,2,18,9/19/2022,0.17,1,13,11,STR-OPLI-21-000824
1090449,Comfy 1 Bdrm Capitol Hill Apartment,2739131,Chad & Ruben,Capitol Hill,Broadway,47.61769,-122.32645,Entire home/apt,95,2,447,11/27/2022,3.81,1,55,48,STR-OPLI-19-001302
1097520,Relaxed sophistication in Mt. Baker,6031552,Jeanie,Rainier Valley,Mount Baker,47.56692,-122.28106,Entire home/apt,121,3,307,12/12/2022,2.63,1,352,34,STR-OPLI-19-003217
1100686,Tree top room in artsy Fremont - high ceilings,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65417,-122.35402,Private room,78,4,357,11/16/2022,3.42,3,89,21,STR-OPLI-19-001657
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Anne And Peter,Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,135,7,55,10/1/2022,0.47,1,257,3,STR-OPLI-19-002257
1114695,"100s Walkscore Garage Deck, Zoo, Green Lake, Fire Place.",165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.66215,-122.33879,Entire home/apt,495,25,78,10/17/2022,0.67,5,61,4,STR-OPLI-19-001606
1122236,MODERN LUXURY on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,81,30,142,12/4/2022,1.21,10,339,5,STR-OPLI-19-002120
1125133,Elegant & Quiet walk to UW (49),3074414,Melissa,University District,University District,47.65908,-122.31771,Entire home/apt,111,30,37,9/24/2022,0.32,119,250,1,STR-OPLI-20-000157
1142010,Small artsy house in vibrant Columbia City,928640,Carla,Rainier Valley,Columbia City,47.5533,-122.27682,Entire home/apt,70,30,1,10/9/2022,0.39,1,66,1,STR-OPLI-20-000128
2026794,West Room in Cozy Charming 1905 Cottage,10392662,Sheryl,Other neighborhoods,Wallingford,47.65973,-122.3322,Private room,66,30,247,11/20/2021,2.27,2,77,0,STR-OPLI-19-548111
2033191,Green Lake VIEW 2 Bed 1 Bath Apt,10437300,Paul,Other neighborhoods,Green Lake,47.67612,-122.33221,Entire home/apt,180,3,135,11/15/2020,1.29,1,0,0,STR-OPLI-19-001403
2037250,Bedroom with Private Spa-like Bath,1865986,Sheldon,Other neighborhoods,Greenwood,47.68434,-122.3572,Private room,107,3,98,11/25/2022,0.91,2,89,22,STR-OPLI-19-001288
2069917,1 Bdrm N. Beacon Hill Apt-East Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57325,-122.3074,Entire home/apt,79,7,97,5/9/2022,1.01,1,357,3,STR-OPLI-19-002965
1146966,Artsy home in terrific Fremont neighborhood,3921530,Ann Petrich,Other neighborhoods,Fremont,47.65474,-122.3526,Private room,65,5,314,10/27/2022,2.7,3,82,24,STR-OPLI-19-001657
1150519,Classic Craftsman - 95 Walk Score!,6305984,Sarah,University District,University District,47.67113,-122.31419,Entire home/apt,300,30,19,7/27/2022,0.16,1,223,1,
2112625,Be our Guest at Perfect Townhome,10771753,Abe,Central Area,Leschi,47.59483,-122.29297,Private room,75,30,53,11/22/2022,0.49,1,358,4,
2118253,UW Spacious & Elegant 5 guests OK,3074414,Melissa,University District,University District,47.66789,-122.3008,Entire home/apt,135,30,35,9/6/2021,0.33,119,365,0,
1157083,Modern 2BR/2BA By ConventionCenter,3294357,Grace,Downtown,First Hill,47.61248,-122.32861,Entire home/apt,285,3,88,10/30/2022,0.76,4,350,21,STR-OPLI-19-002769
1159111,St. John's Apt. 203 *Walkscore 99*,1787819,Saint,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,173,2,144,10/31/2022,1.24,3,150,16,STR-OPLI-19-001273
119103,Teeny Tiny Guestyhouse!,601600,Hal,Other neighborhoods,Fremont,47.65244,-122.35108,Entire home/apt,90,3,507,12/12/2022,3.61,2,343,51,STR-OPLI-19-000772
1171574,Private Entrance and Central,4485958,Phil And Andrea,Central Area,Madrona,47.60962,-122.2952,Entire home/apt,74,3,578,12/4/2022,4.97,2,173,60,STR-OPLI-19-000461
2150760,Seward Park Cottage,10977007,Michelle,Seward Park,Seward Park,47.55264,-122.27113,Entire home/apt,170,2,198,10/17/2022,1.85,1,89,18,STR-OPLI-20-001164
2187563,"Walking friendly, Off-Street Parking,  EV Charger,",6668610,Don,Other neighborhoods,Wallingford,47.658047,-122.327881,Entire home/apt,277,3,101,9/26/2022,0.97,2,66,11,STR-OPLI-19-002175
1179538,First floor two bedrooms - Modern Ballard Townhome,6407320,Varun,Ballard,West Woodland,47.67277,-122.3747,Private room,179,1,7,9/5/2022,0.08,6,90,2,STR-OPLI-22-001697
1190224,A Quiet Room in a House by the Lake,6506114,Andy,Lake City,Matthews Beach,47.69414,-122.27722,Private room,60,30,30,9/7/2019,0.27,2,365,0,
2197168,Adorable Cottage near Light Rail,11206862,Tammi,Beacon Hill,North Beacon Hill,47.57882,-122.30842,Entire home/apt,139,30,168,11/3/2021,1.55,1,151,0,STR-OPLI-19-003105
2215336,2 bed Greenlake Apt- low season monthly rates,11299221,Kelly,Other neighborhoods,Green Lake,47.67334,-122.33451,Entire home/apt,192,2,152,12/17/2022,1.48,4,86,46,STR-OPLI-19-002778
1190571,A Quiet Room in a House by the Lake,6506114,Andy,Lake City,Matthews Beach,47.69413,-122.2762,Private room,60,30,27,7/21/2019,0.24,2,365,0,
132120,Mother-in-Law Apartment in Seattle,378445,Ralph,Other neighborhoods,Wallingford,47.66938,-122.33516,Entire home/apt,75,30,126,8/3/2020,0.9,1,327,0,STR-OPLI-19-001229
1205666,West Seattle - Northwest Modern Hm1,6584748,Sean And Karla,West Seattle,Gatewood,47.53029,-122.38604,Private room,99,1,305,10/10/2022,2.62,2,68,22,STR-OPLI-19-001102
1219691,Sweet 1920's cottage in N. Seattle,6654033,"April, Mike, And Maggie",Northgate,Haller Lake,47.73206,-122.33943,Entire home/apt,119,30,66,8/20/2022,0.57,1,69,1,STR-OPLI-20-000033
2234730,Center UW Bright/Quiet Wood FL 205,3074414,Melissa,University District,University District,47.66082,-122.31358,Entire home/apt,99,30,40,9/24/2022,0.44,119,365,16,STR-OPLI-19-002570
2267862,Ballard Modern Studio,11580391,Shawn,Ballard,West Woodland,47.66577,-122.36659,Entire home/apt,115,30,44,6/8/2020,0.55,1,237,0,STR-OPLI-19-002461
132160,Green Lake Guest Suite - Lower Level with Sauna,558743,Natalie,Other neighborhoods,Green Lake,47.68205,-122.34275,Entire home/apt,205,3,365,11/13/2022,2.63,2,143,38,STR-OPLI-19-000659
2297917,Carkeek Retreat,11737076,Donna,Other neighborhoods,Broadview,47.70914,-122.36338,Entire home/apt,100,2,143,11/13/2022,1.33,1,351,20,STR-OPLI-19-002074
2298775,Secluded Setting in North Seattle B,225830,Lee & Steve,Northgate,Maple Leaf,47.69968,-122.30691,Private room,60,7,89,12/10/2022,0.84,1,192,6,STR-OPLI-19-002399
2358140,Short walk to UW Clean Just Right 3,3074414,Melissa,University District,University District,47.6579,-122.31808,Entire home/apt,82,30,42,6/18/2022,0.39,119,337,2,STR-OPLI-19-002570
1246769,Light & Modern Downtown Conv Ctr,1025723,Dirk & Jaq,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,180,3,383,11/28/2022,3.31,2,55,19,STR-OPLI-19-000427
1256892,Daisy Mae's Guest Space - Phinney Ridge,6846442,Laurie,Other neighborhoods,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,261,11/17/2022,2.25,1,164,23,STR-OPLI-19-000499
1260259,Zen Garden Oasis,3009864,Jessica,Magnolia,Lawton Park,47.66046,-122.40292,Entire home/apt,165,4,135,11/29/2022,1.17,1,119,20,STR-OPLI-21-000222
1265651,Quiet Top floor 2 bdrs 2 baths UW & Trail W/D 401,3074414,Melissa,University District,University District,47.66456,-122.3046,Entire home/apt,133,30,31,5/20/2022,0.29,119,312,3,STR-OPLI-19-002570
2391699,Hidden Artistic GEM & BEST of Seattle-Clean!!!,1123549,Sandy,Other neighborhoods,Fremont,47.65401,-122.34515,Private room,60,2,569,12/11/2022,5.46,2,135,55,STR-OPLI-19-002184
2396734,Ballard's Unique 2 Bdrm- 2 Lofts Apt.,4384828,Monique,Ballard,Adams,47.6746,-122.38823,Entire home/apt,155,3,133,11/13/2022,1.25,2,330,11,STR-OPLI-19-002571
2441908,Cozy Ballard Cottage - Sleeps 5,12483454,Kelly,Ballard,Whittier Heights,47.67596,-122.37093,Entire home/apt,125,3,324,7/1/2022,3.02,1,52,5,STR-OPLI-19-001671
2446384,Ravenna Daylight Basement Suite,12509177,Susan And Joel,Other neighborhoods,Ravenna,47.6824,-122.30303,Private room,65,1,152,12/14/2022,1.95,1,185,36,STR-OPLI-19-000794
2459519,Panoramic Views of Lakes and Mountains,12575330,Megan,Capitol Hill,Portage Bay,47.64495,-122.3204,Entire home/apt,1200,4,55,11/29/2022,0.59,1,302,5,STR-OPLI-19-000942
1299597,Newly Renovated Modern 2BR Basement Apt in Leschi,7066141,Kimberly,Central Area,Leschi,47.60179,-122.29357,Entire home/apt,145,3,11,11/25/2022,1.6,1,79,11,STR-OPLI-22-000851
1301535,2 Huge Private Rooms + Common Area,468703,Corinne & Tom,Ballard,Loyal Heights,47.68359,-122.38034,Entire home/apt,111,2,331,11/27/2022,3.17,1,175,37,STR-OPLI-19-000874
1351716,Sparkling Clean Guest House: Short/Long Rental,6592975,Huong And Bill,Central Area,Atlantic,47.59674,-122.30964,Entire home/apt,89,30,253,8/14/2022,2.2,1,232,2,19-000920
1355094,Capitol Hill Excursion,5112492,Leah,Capitol Hill,Broadway,47.62195,-122.32262,Private room,30,30,175,12/2/2022,1.53,5,113,5,
1356339,"Capitol Hill MODERN Apt,Great Location!",1121532,Melissa,Capitol Hill,Broadway,47.62235,-122.32594,Entire home/apt,81,30,188,10/2/2022,1.67,10,336,4,STR-OPLI-19-001708
1365882,Serene W/D walk to UW/U Village 203,3074414,Melissa,University District,University District,47.66178,-122.30149,Entire home/apt,110,30,36,12/2/2022,0.32,119,365,2,STR-OPLI-19-002570
2471659,"Charming, split-level 1BD retreat",2824920,Gerrit & Ann,Rainier Valley,Columbia City,47.55217,-122.28502,Entire home/apt,89,2,426,11/20/2022,4.18,1,351,58,STR-OPLI-20-000386
2474569,Elvis would have slept here,12657870,Robert,Other neighborhoods,Bitter Lake,47.72944,-122.35554,Private room,66,2,67,10/9/2022,0.65,1,357,6,STR-OPLI-19-002969
1407502,Private garden room in hip Ballard,6136210,Nicole,Ballard,West Woodland,47.67306,-122.36651,Private room,70,30,27,9/5/2019,0.26,1,365,0,STR-OPLI-19-003088
2486612,"Quiet Second Floor ""Zen"" Apartment",120932629,Randal,Beacon Hill,North Beacon Hill,47.5739,-122.30978,Entire home/apt,87,1,332,11/8/2022,3.1,1,281,26,STR-OPLI-19-000751
2522091,Apartment Ocean and Mountain Views,12913415,Michelle,West Seattle,North Admiral,47.587074,-122.393158,Entire home/apt,161,3,180,11/28/2022,1.69,2,343,30,STR-OPLI-19-001727
2536507,Alki Beach Studio Oasis Quiet Escape & Sweeping Ocean Views,5570855,Marian,West Seattle,North Admiral,47.58378,-122.39909,Entire home/apt,99,2,532,12/11/2022,5,2,358,55,STR-OPLI-19-001306
1417880,Center UW 2 beds large Quiet  (210),3074414,Melissa,University District,University District,47.66139,-122.31495,Entire home/apt,120,1,40,9/21/2022,0.35,119,316,10,STR-OPLI-19-002641
151545,Beautiful Water View Condo near UW + Eastlake!,306615,Tara,Capitol Hill,Portage Bay,47.65062,-122.32008,Entire home/apt,299,30,48,9/25/2022,0.34,3,84,2,STR-OPLI-19-002004
1439237,Beautiful Madrona Large Private,7730805,Stephanie,Central Area,Leschi,47.6076,-122.29081,Private room,88,31,93,4/21/2022,0.81,2,114,1,STR-OPLI-19-001790
1455269,Seattle/Columbia City Mother-in-Law,7804761,Yvonne,Rainier Valley,Columbia City,47.56591,-122.28939,Entire home/apt,120,3,222,11/28/2022,1.95,1,108,24,STR-OPLI-19-002382
1484595,Steps to UW Center of attraction Modem & Cable TV,3074414,Melissa,University District,University District,47.65865,-122.31784,Entire home/apt,120,30,37,12/17/2022,0.33,119,365,4,STR-OPLI-19-002570
1493349,Univ Village Walk to UW   Comfortable 5507,3074414,Melissa,Other neighborhoods,Ravenna,47.66822,-122.2986,Entire home/apt,104,30,42,11/5/2022,0.37,119,365,1,
2578855,Cozy Suite in Even Cozier Location!,5507715,Stephanie,Other neighborhoods,Greenwood,47.68469,-122.35214,Entire home/apt,98,3,371,11/13/2022,3.5,1,312,27,STR-OPLI-19-000012
2586350,Seattle Apartment Close to Light Rail,2536735,Akiko,Rainier Valley,Brighton,47.53964,-122.27687,Entire home/apt,86,5,187,11/5/2022,1.8,2,357,9,STR-OPLI-19-002607
2586642,Beacon of light in Seattle,1452570,Emily,Interbay,Interbay,47.64157,-122.37679,Entire home/apt,150,2,83,12/2/2022,0.8,4,265,6,STR-OPLI-19-002230
1494828,Modern and Clean 2 Bedroom in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63996,-122.32414,Entire home/apt,142,30,241,10/18/2022,2.12,7,351,5,
170273,Stunning Three Bedroom Historic Home at Seattle Center,804996,Nadine,Queen Anne,Lower Queen Anne,47.62734,-122.35793,Entire home/apt,298,3,281,11/23/2022,2.02,1,351,21,STR-OPLI-21-001274
1494986,Queen Anne Guesthouse with a Balcony and Garden Hot Tub,316200,William,Queen Anne,East Queen Anne,47.63346,-122.34558,Entire home/apt,150,3,172,11/19/2022,1.52,7,335,17,STR-OPLI-19-000681
2612399,Studio Loft Garden Cottage,4485958,Phil And Andrea,Central Area,Madrona,47.60929,-122.29554,Entire home/apt,101,5,450,11/30/2022,4.3,2,96,42,STR-OPLI-19-000461
2614238,Mid Century Lakefront Condo,13386991,Kelly,Central Area,Leschi,47.59676,-122.28667,Entire home/apt,79,30,10,9/30/2018,0.1,1,273,0,
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67757,-122.36172,Entire home/apt,175,30,31,8/31/2022,0.3,1,180,3,
210316,"""The 5-Star House""  #9 The red room",2438665,Flor,Other neighborhoods,Crown Hill,47.70085,-122.367,Private room,60,30,75,11/1/2020,0.72,4,239,0,STR-OPLI-19-002472
2614387,"Artistic Hidden GEM & Best of Seattle, Clean!!!",1123549,Sandy,Other neighborhoods,Fremont,47.6551,-122.34316,Private room,70,2,612,12/5/2022,5.75,2,100,50,STR-OPLI-19-002184
2620429,Downtown Convention Center 2BR 2BA FREE PARKING,30832,Siena C.C.,Downtown,First Hill,47.61165,-122.32899,Entire home/apt,220,3,418,12/15/2022,3.99,4,215,55,STR-OPLI-22-000016
1531351,Strong WiFi 3 Min walk UW Clean (7),3074414,Melissa,University District,University District,47.65745,-122.31625,Entire home/apt,97,30,34,8/13/2022,0.3,119,299,2,
1531458,Remodeled Walk to UW/View/Serene #F,3074414,Melissa,University District,University District,47.66502,-122.30352,Entire home/apt,95,30,66,9/10/2022,0.58,119,243,2,STR-OPLI-21-002570
1541705,Quiet Room U Village Private Entrance /UW (3),3074414,Melissa,Other neighborhoods,Ravenna,47.66685,-122.295,Private room,62,30,36,9/5/2022,0.32,119,268,2,
219532,"Fun home in Funky Fremont, Seattle",1037115,Rose And Glen,Other neighborhoods,Fremont,47.65589,-122.36055,Entire home/apt,300,30,90,8/7/2021,0.7,1,114,0,STR-OPLI-21-000155
1562643,Renovated 1904 Capitol Hill classic,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Entire home/apt,400,3,91,10/31/2022,0.93,3,2,10,STR-OPLI-19-001755
2630912,Seattle Rock n' Roll TWO bedrooms in Townhouse,197690,Trishann,Other neighborhoods,Broadview,47.71519,-122.35607,Private room,155,59,5,7/24/2018,0.06,4,231,0,
2638086,Desirable Basement Flat (w/ AppleTV),13364937,Kelly,West Seattle,North Admiral,47.58326,-122.3851,Entire home/apt,175,30,79,5/29/2022,0.75,1,325,18,STR-OPLI-20-000326
2642359,Extra large private Bed/Bath and parking spot!,13266307,David,Other neighborhoods,View Ridge,47.68467,-122.26535,Private room,52,1,423,12/9/2022,4.11,1,85,57,STR-OPLI-19-003394
1579615,"Ballard, Seattle cozy studio apt. with king bed",4384828,Monique,Ballard,Adams,47.67566,-122.38795,Entire home/apt,93,3,290,12/12/2022,2.56,2,314,34,STR-OPLI-19-002571
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.66133,-122.40088,Private room,59,1,316,12/12/2022,2.33,2,346,65,STR-OPLI-19-000684
1588658,Walk to Campus From a New University District Apartment,3593244,Brittni,University District,University District,47.670322,-122.315468,Entire home/apt,162,2,99,11/2/2022,1.95,1,67,14,STR-OPLI-19-002352
2652941,Luna Park Upper - West Seattle,33360,Laura,West Seattle,Fairmount Park,47.56613,-122.37281,Entire home/apt,125,2,185,12/11/2022,1.75,10,358,41,STR-OPLI-19-000033
226677,Sunny Parisian room w/ best cooling memoryfoam bed,30559,Angielena,Beacon Hill,Mid-Beacon Hill,47.55062,-122.31827,Private room,60,2,242,12/3/2022,1.79,9,323,59,STR-OPLI-19-003039
1588941,Private backyard studio in Ballard,5692720,Amy,Ballard,Whittier Heights,47.68413,-122.37347,Private room,93,1,109,9/13/2021,1.62,1,0,0,STR-OPLI-19-002409
1589681,Ballard Cottage,681242,Heather,Ballard,Loyal Heights,47.67909,-122.38422,Entire home/apt,81,1,374,11/14/2022,4.24,1,166,51,STR-OPLI-19-002924
241016,Scandinavian Queen Anne Home,956883,Maija,Queen Anne,North Queen Anne,47.6411,-122.37446,Entire home/apt,375,2,126,12/1/2022,1.14,3,295,17,STR-OPLI-21-000431
1589732,Relaxing Short walk to UW (5),3074414,Melissa,University District,University District,47.65884,-122.31809,Entire home/apt,101,1,27,7/23/2022,0.24,119,365,1,STR-OPLI-19-002570
1593991,"Sequim, Olympic Mountains Wa",8501598,Stan,Other neighborhoods,North Beach/Blue Ridge,47.69106,-122.38337,Private room,150,30,46,10/6/2015,0.44,1,365,0,
2670365,Light-Filled Room in 1908 Victorian in Hip Capitol Hill,13669439,Matthew,Capitol Hill,Stevens,47.63193,-122.30955,Private room,69,30,274,8/21/2022,2.97,2,230,3,STR-OPLI-19-001123
2686374,"Ballard Bunkhouse 2nd flr unit, low fees, parking.",2231298,Chris,Ballard,Adams,47.67294,-122.38311,Entire home/apt,264,1,677,12/10/2022,6.39,3,349,41,STR-OPLI-20-000768
1594219,Seattle Rock n' Roll Room w/Queen Bed,197690,Trishann,Other neighborhoods,Broadview,47.71483,-122.35631,Private room,999,59,80,10/20/2019,0.71,4,262,0,
241032,Stylish Queen Anne Apartment,956883,Maija,Queen Anne,West Queen Anne,47.63626,-122.37083,Entire home/apt,92,14,326,9/27/2022,2.4,3,325,26,STR-OPLI-21-000431
1594313,Seattle Rock n' Roll Room w/King Bed,197690,Trishann,Other neighborhoods,Broadview,47.71395,-122.3561,Private room,999,59,81,9/29/2019,0.72,4,269,0,
2692126,Queen Anne 1-BR Garden Unit near Space Needle,106972,Kelly,Queen Anne,East Queen Anne,47.63007,-122.34499,Entire home/apt,111,2,273,12/4/2022,2.68,4,176,35,STR-OPLI-21-000558
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67632,-122.36019,Entire home/apt,95,30,161,10/31/2019,1.2,1,82,0,
2693672,Space Needle Condo,13786062,Lucy,Downtown,Belltown,47.61855,-122.34512,Entire home/apt,121,4,184,10/6/2022,1.75,4,31,22,STR-OPLI-19-001626
2693700,Fremont Urban Oasis,13786376,Manuela,Other neighborhoods,Fremont,47.65456,-122.3594,Entire home/apt,119,2,527,12/11/2022,5.06,1,259,77,STR-OPLI-19-001716
2710274,South Room in Cozy Charming 1905 Cottage,10392662,Sheryl,Other neighborhoods,Wallingford,47.65924,-122.33191,Private room,71,30,189,9/20/2022,1.78,2,89,1,STR-OPLI-19-548111
1599010,Center UW Large Wood Floor King bed walk UW (104),3074414,Melissa,University District,University District,47.66135,-122.31503,Entire home/apt,89,30,21,10/1/2022,0.21,119,365,3,STR-OPLI-19-002641
