id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9887142,Spacious 2 bedroom flat near U.W.,50862682,Maureen,Other neighborhoods,Ravenna,47.68268,-122.29758,Entire home/apt,90,3,173,11/16/2022,2.09,1,27,26,STR-OPLI-19-001831
11525992,"Cozy, Dog-friendly Fremont house with yard",4601034,Maria,Other neighborhoods,Fremont,47.66032,-122.35607,Entire home/apt,168,2,12,11/27/2022,0.18,1,221,1,STR-OPLI-22-001807
11573287,"Seattle, Ideal Lake Washington 2 Bedr 1 bath apt.",61141478,Martha,Seward Park,Seward Park,47.56566,-122.27089,Entire home/apt,120,3,65,10/25/2022,0.84,1,200,18,STR-OPLI-19-002620
11601374,North Queen Anne Escape,47332984,Keith,Queen Anne,North Queen Anne,47.64834,-122.36012,Entire home/apt,86,2,387,12/12/2022,4.67,5,170,45,STR-OPLI-19-002292
9907337,"Greenlake 2BR, steps from lake",50943410,Don,Other neighborhoods,Green Lake,47.67501,-122.33453,Entire home/apt,162,3,108,12/3/2022,1.31,1,248,36,STR-OPLI-20-000038
9909445,Private Cottage,15438773,Jessica,Central Area,Minor,47.60717,-122.31622,Entire home/apt,110,2,616,12/6/2022,7.27,1,187,86,STR-OPLI-19-000933
12704096,Private room in a restored 110+ yo Pacific NW home,29517730,Marilyn,Central Area,Mann,47.61093,-122.30179,Private room,45,30,28,11/6/2022,0.41,3,238,5,
9974658,Bleu Papillon Room,3740695,BleuPapillon,Central Area,Harrison/Denny-Blaine,47.61957,-122.28741,Private room,222,30,2,6/21/2016,0.03,2,29,0,
10054747,Welcome to The Library - A Modern Studio Apartment,51601030,Susan,Magnolia,Southeast Magnolia,47.64676,-122.39144,Entire home/apt,119,2,177,12/5/2022,2.37,1,0,9,STR-OPLI-19-002484
10125020,Historic loft in Pioneer Square,40753107,Leela,Downtown,Pioneer Square,47.6017,-122.3332,Entire home/apt,189,2,677,12/16/2022,7.96,1,290,75,STR-OPLI-21-000093
10252909,In Central .5-1.5miles to Cap hill/downtown/Safeco,22829514,Allyson,Central Area,Minor,47.60848,-122.30584,Entire home/apt,305,2,198,11/28/2022,3.73,1,164,33,STR-OPLI-22-000742
10263907,Seattle modern oasis 🏠 a perfect couple's retreat,51002035,Ryan,Rainier Valley,Brighton,47.54277,-122.27992,Entire home/apt,97,1,543,12/7/2022,6.48,6,129,57,STR-OPLI-19-002158
11619498,Charming renovated vintage Capitol Hill Apt,10013531,Cate,Capitol Hill,Broadway,47.62294,-122.31655,Entire home/apt,109,30,151,11/16/2021,1.87,5,180,0,
11637645,White Center/West Seattle Townhouse,61683717,Rebeka,Delridge,Highland Park,47.51901,-122.35325,Entire home/apt,125,2,0,,,1,263,0,STR-OPLI-22-001707
11638111,Modern Apartment - Columbia City & Lake Washington,5478198,David,Rainier Valley,Mount Baker,47.56608,-122.28253,Entire home/apt,130,20,236,9/5/2022,2.89,1,0,5,STR-OPLI-19-000415
11674535,Newly renovated basement apartment,51040817,Robin,Other neighborhoods,Wallingford,47.66753,-122.33887,Entire home/apt,134,30,73,10/10/2022,0.91,1,356,5,
11697817,"West Seattle Townhouse, Alaska Junction",59914738,Drew,West Seattle,Genesee,47.56523,-122.38892,Entire home/apt,145,10,56,9/19/2022,0.72,1,307,3,STR-OPLI-20-000846
11743748,Private Queen Anne Guesthouse,5548832,Christie,Queen Anne,North Queen Anne,47.65161514,-122.3711548,Entire home/apt,78,2,272,12/10/2022,3.33,1,30,42,STR-OPLI-19-002513
10280132,Fremont Suite Retreat,52869748,Ron,Other neighborhoods,Fremont,47.66178,-122.34871,Entire home/apt,75,30,89,9/15/2022,1.05,1,361,4,STR-OPLI-21-000107
10292753,Belltown Open 1bd AC Pool Free Parking Location!!,4874276,Sarah,Downtown,Belltown,47.61623,-122.34749,Entire home/apt,91,3,300,12/12/2022,3.58,9,104,57,STR-OPLI-19-002378
10295151,"MODERN, CLEAN Capitol Hill LOCATION",32689598,Lori,Capitol Hill,Broadway,47.62323,-122.32613,Entire home/apt,81,30,78,8/28/2022,0.92,2,274,2,
10332096,Sleep well in Seattle!,53169216,Judy,Lake City,Olympic Hills,47.72865,-122.29914,Private room,70,2,127,11/14/2022,1.52,1,313,18,STR-OPLI-19-001843
10332360,"Private, Walkable West Seattle Home",29666316,Mish,West Seattle,Genesee,47.56939,-122.38773,Entire home/apt,93,2,336,12/12/2022,4.01,11,136,51,STR-OPLI-19-000894
11819518,"Quiet, private Alki Beach hideaway w/ bath, kitchn",62956167,Cameron,West Seattle,Alki,47.57975,-122.4036,Private room,98,1,48,6/8/2022,0.59,1,0,7,STR-OPLI-19-001850
12708859,Seattle’s Newest Tiny Home w/Easy City Access!,61853491,Jennifer,Rainier Valley,Brighton,47.53978,-122.26848,Entire home/apt,80,30,40,12/31/2021,0.5,1,353,1,
11825856,"Alki Beach Cottage - Seattle, next to park/beach",1801138,Shauna,West Seattle,Alki,47.57995,-122.40759,Entire home/apt,64,30,145,8/14/2020,1.8,2,0,0,STR-OPLI-19-003167
11845640,"The Camlin, WA, Studio #2",10981379,Jan,Downtown,Central Business District,47.61361,-122.33276,Entire home/apt,214,30,2,3/21/2018,0.03,6,0,0,
11890234,Modern Belltown 1 bdrm with parking,45680524,Hsiu,Downtown,Belltown,47.61293,-122.34863,Entire home/apt,71,30,213,11/23/2022,2.59,2,177,4,
10341497,Cozy 1950's Columbia City duplex,53222841,Charlie,Rainier Valley,Columbia City,47.55751,-122.28212,Entire home/apt,140,3,88,11/25/2022,1.05,1,221,16,STR-OPLI-19-001212
10344631,Convenient Private Clean Bed & Bath,4221474,John,Northgate,North College Park,47.693527,-122.342133,Private room,120,30,84,4/30/2022,1.06,1,365,1,
10362672,Garden entrance basement studio,20769402,Margaret,Central Area,Mann,47.60451,-122.29989,Entire home/apt,85,30,90,7/31/2021,1.08,1,88,0,STR-OPLI-20-839407
10363748,Stunning West Seattle View Home!,42243933,Jenni,West Seattle,Fauntleroy,47.52241,-122.38467,Entire home/apt,300,30,9,8/20/2018,0.11,1,0,0,
10364350,Irene's place,37091369,Susan,Other neighborhoods,View Ridge,47.6769,-122.26747,Private room,80,1,219,11/27/2022,2.61,1,359,40,STR-OPLI-19-003271
10412792,"Modern Greenlake townhome, 15min to downtown",36141279,Becky,Other neighborhoods,Green Lake,47.69001,-122.3419,Entire home/apt,200,30,0,,,1,0,0,
10459203,Cozy Urban Chic Retreat Near UW,53892581,Teresa,Other neighborhoods,Ravenna,47.66982,-122.29475,Entire home/apt,125,30,141,7/21/2022,1.67,1,154,7,STR-OPLI-19-000979
11892077,"West Seattle, Beach Dr. Condo, Seattle",28824732,Sharon,West Seattle,Alki,47.56463,-122.40606,Entire home/apt,130,30,120,8/27/2022,1.49,1,167,1,19-000720
11929388,ALL NEW in heart of Wallingford,63674214,Liz,Other neighborhoods,Wallingford,47.66193,-122.34113,Entire home/apt,81,30,75,9/9/2022,0.92,9,296,5,STR-OPLI-19-001534
11972509,Nice Condo walkto UW U Village(202),3074414,Melissa,University District,University District,47.66299,-122.30215,Entire home/apt,181,1,48,8/28/2022,0.63,119,342,9,STR-OPLI-19-002641
10497998,Modern Madison Valley Apartment,1942286,Karen,Central Area,Mann,47.62194,-122.29627,Entire home/apt,154,3,270,11/27/2022,3.22,1,40,33,STR-OPLI-19-001002
12730043,Urban Tree House,17982106,Kirk,Lake City,Meadowbrook,47.71302,-122.29722,Entire home/apt,179,3,93,11/14/2022,1.15,1,305,21,STR-OPLI-19-001193
10565147,Private room on North Beacon Hill,54494966,Szymon,Beacon Hill,North Beacon Hill,47.59198,-122.31716,Private room,55,30,159,8/20/2022,1.89,1,2,4,
10569919,Harbor Steps~~A block to Pike Place!  Water Views!,54518454,Debra,Downtown,Central Business District,47.6069,-122.33823,Entire home/apt,370,2,68,10/22/2022,0.83,10,296,15,STR-OPLI-19-002092
10599859,Alki Beach Cottage on the Water,30365082,Sarah,West Seattle,Alki,47.57894,-122.41211,Entire home/apt,340,30,99,8/14/2021,1.18,3,364,0,STR-OPLI-19-003351
10675363,The Sanctuary-a tranquil modern apartment,6067870,Alan,Other neighborhoods,Greenwood,47.70202,-122.35887,Entire home/apt,165,3,141,11/27/2022,1.79,1,260,26,STR-OPLI-19-000447
10677610,Belltown Seattle Studio Condo WalkScore99,55154753,Tamara,Downtown,Belltown,47.613,-122.34735,Entire home/apt,183,3,110,11/12/2022,1.34,1,8,32,STR-OPLI-19-001879
12011079,"2 BR apartment, easy subway, free parking",63157637,George,Capitol Hill,Broadway,47.62223,-122.31873,Entire home/apt,137,1,409,12/10/2022,5.19,1,22,101,STR-OPLI-19-001715
12056343,Charming Townhome on Burke Trail,241762,Mark,Other neighborhoods,Laurelhurst,47.66771,-122.27756,Entire home/apt,300,4,25,10/21/2022,0.31,1,287,8,STR-OPLI-21-000210
12069871,Private Bed & Bath Suite,12428846,Megan,Other neighborhoods,Broadview,47.70673,-122.35679,Private room,54,7,41,11/1/2022,0.51,1,291,8,STR-OPLI-19-002003
12170734,Central and Private Hilltop  Home.  Best Location*,28878401,Fred And Jennifer,Queen Anne,East Queen Anne,47.64159,-122.35191,Entire home/apt,272,2,355,12/6/2022,4.44,1,131,49,STR-OPLI-19-002585
12185450,Delightfully renovated vintage Capitol Hill Apt,10013531,Cate,Capitol Hill,Broadway,47.6205,-122.3191,Entire home/apt,99,3,226,12/11/2022,2.78,5,144,40,STR-OPLI-19-000047
10728468,Seattle View Apartment - Leschi,55450249,Neil,Central Area,Leschi,47.59633,-122.29217,Entire home/apt,125,30,61,7/22/2020,0.73,1,357,0,840989
13654492,The Green Room-Old Orchard House U-Dist/Ravenna,53650144,Ashley,Other neighborhoods,Ravenna,47.66849,-122.30375,Private room,110,2,26,3/26/2022,0.33,3,364,1,STR-OPLI-19-001576
13658425,"Steps to UW, Wood Floor Remodeled 11",3074414,Melissa,University District,University District,47.65733,-122.31762,Entire home/apt,110,2,37,10/16/2022,0.47,119,365,10,STR-OPLI-19-002570
12191280,Private Backyard Studio with off-street parking,65530409,Morris & Sheila,Rainier Valley,Columbia City,47.55618,-122.27468,Entire home/apt,119,2,329,12/6/2022,4.07,1,222,64,Str-opli-19-000949
12224432,Montlake MIL Apt 2bd/2bth lovey amd spacious.,65759888,Norman And Renate,Capitol Hill,Montlake,47.640041,-122.303207,Entire home/apt,124,2,121,11/1/2022,1.53,1,179,18,STR-OPLI-19-002506
12233882,"Quite, clean and comfortable room::::",65832379,Juliet,Northgate,Haller Lake,47.7181,-122.32787,Private room,79,1,112,9/25/2022,1.39,8,89,15,STR-OPLI-19-001610
13661449,Spacious Seattle Duplex for Families & Pets,13621927,Tracy,Rainier Valley,Brighton,47.54276,-122.27141,Entire home/apt,264,4,148,11/25/2022,1.89,2,138,17,STR-OPLI-19-000290
12740637,"The Camlin, WA, 1 Bedroom #1",10981379,Jan,Downtown,Central Business District,47.6139,-122.33276,Entire home/apt,266,30,5,10/19/2018,0.07,6,0,0,
13684864,EUREKA! Your perfect PRIVATE home away!,12420261,Kari,Rainier Valley,Mount Baker,47.57998,-122.29519,Private room,170,30,5,11/2/2019,0.06,2,267,0,
12246399,Private Two Bedroom Home in Fremont,3752499,Donna,Other neighborhoods,Fremont,47.6491,-122.3469,Entire home/apt,147,30,125,9/11/2022,1.57,2,45,4,STR-OPLI-19-001314
12786096,Wallingford MODERN.  LOCATION!!,63674214,Liz,Other neighborhoods,Wallingford,47.66345,-122.3414,Entire home/apt,81,30,73,6/14/2022,0.91,9,311,2,STR-OPLI-19-002150
12249990,Bright Studio in downtown Fremont,14012754,Lara,Other neighborhoods,Fremont,47.65589,-122.35656,Entire home/apt,116,2,367,12/12/2022,4.51,4,315,69,STR-OPLI-19-000778
12272813,Greenlake Cabin,66111007,Jenifer And Chris,Other neighborhoods,Green Lake,47.67363,-122.3308,Entire home/apt,199,3,223,12/4/2022,2.81,1,98,50,STR-OPLI-19-003114
12290286,Capital Hill Corridor,48441443,Savannah,Central Area,Minor,47.61044,-122.31265,Private room,76,30,5,10/14/2022,0.06,5,365,1,
12343805,"Quiet, light-filled loft",4792476,Alissa,Other neighborhoods,Wedgwood,47.69671,-122.28221,Entire home/apt,90,30,36,12/5/2022,0.45,1,166,3,
12359179,Spacious Seattle House with A/C,66755146,Jason,West Seattle,Alki,47.57009,-122.39957,Entire home/apt,450,21,3,8/6/2019,0.04,1,0,0,str-opli-19-001481
13687977,TWIN SEATTLE CANNACATION,17935405,Anna,Other neighborhoods,Greenwood,47.70055,-122.35029,Private room,70,30,101,3/8/2020,1.3,3,0,0,STR-OPLI-19-002540
13689184,"Family paradise, walk to Greenlake!",4052132,Melissa,Other neighborhoods,Wallingford,47.66542,-122.33834,Entire home/apt,253,3,46,12/22/2022,0.59,1,21,18,Str-opli-20-000283
13689263,Seattle Cannacation,17935405,Anna,Other neighborhoods,Greenwood,47.70054,-122.35044,Private room,46,30,92,10/12/2021,1.19,3,0,0,STR-OPLI-19-002540
13712209,"Modern Studio, AC, clean, near Locks /Marina",57960995,Jacki,Ballard,Adams,47.6733,-122.39498,Entire home/apt,145,6,300,10/29/2022,3.8,2,146,21,STR-OPLI-19-002233
13732104,"2-bdrm + den (sleeps 8, 6 ad max) at Harbor Steps!",54518454,Debra,Downtown,Central Business District,47.60665,-122.33875,Entire home/apt,306,2,110,11/28/2022,1.48,10,340,31,STR-OPLI-19-002092
12379796,Wallingford Quiet Top Floor,66909032,Randy,Other neighborhoods,Wallingford,47.65473,-122.33831,Entire home/apt,75,30,43,10/20/2022,0.55,4,230,5,
12423091,"Spacious, Quality House - 1 block to lake!",3394576,Bridget,Other neighborhoods,Phinney Ridge,47.678871,-122.347534,Entire home/apt,317,30,99,10/10/2022,1.33,1,87,12,STR-OPLI-21-000591
12449616,"LAKE, PARKS, TREES, BIKE TRAILS",12420261,Kari,Rainier Valley,Mount Baker,47.57996,-122.29495,Entire home/apt,165,30,8,10/8/2018,0.14,2,267,0,
12456183,Pinehurst Garden Park Suite,67398398,Emma,Lake City,Victory Heights,47.71265,-122.30175,Entire home/apt,130,3,70,11/26/2022,0.95,1,155,3,STR-OPLI-19-002235
13751731,PEACEFUL GREEN LAKE GETAWAY (HUGE HOT TUB),9605780,Alex,Other neighborhoods,Wallingford,47.66379,-122.34129,Entire home/apt,340,3,156,9/6/2022,2.03,1,0,10,STR-OPLI-19-000184
12811781,"Fremont Town House, Walk to Everything",7940078,John,Other neighborhoods,Fremont,47.65244,-122.35674,Private room,62,2,208,12/7/2022,2.59,3,132,26,STR-OPLI-19-001808
13753865,Quiet Comfort Oasis in the heart of Capitol Hill,15502197,Kimberley,Downtown,First Hill,47.60943,-122.31725,Private room,116,1,23,8/27/2022,0.4,9,46,1,STR-OPLI-19-001178
12473960,2-level Flat in downtown Fremont,14012754,Lara,Other neighborhoods,Fremont,47.65532,-122.35709,Entire home/apt,133,2,336,11/28/2022,4.16,4,284,65,STR-OPLI-19-000778
12497002,Relaxing Retreat w Seasonal Gardens,33610698,Alejandra,Magnolia,Lawton Park,47.6503,-122.39383,Entire home/apt,250,30,137,10/7/2022,1.72,1,270,4,
12812601,"Large Private Quiet 1 BR Suite near UW, Children's",69864273,Karen,Other neighborhoods,Roosevelt,47.68943,-122.30917,Entire home/apt,96,2,86,12/17/2022,1.07,1,162,33,STR-OPLI-20-000835
12835141,Beautiful Modern Studio,57465462,Fifi,University District,University District,47.65745,-122.3195,Entire home/apt,105,5,127,10/4/2022,1.6,3,169,13,STR-OPLI-19-003139
12518952,Beautiful 2BR Greenlake Craftsman,12677600,Joe,Other neighborhoods,Green Lake,47.68243,-122.33086,Entire home/apt,200,3,58,9/24/2022,0.74,1,177,15,STR-OPLI-19-002061
13781518,Seattle Cottage By Discovery Park,80917114,Lauren,Magnolia,Briarcliff,47.65278,-122.40436,Entire home/apt,177,3,54,11/26/2022,0.69,1,12,4,STR-OPLI-19-002953
13786651,Huge at Harbor Steps ~ Pike Pl Market (6 ad max),54518454,Debra,Downtown,Central Business District,47.60636,-122.33855,Entire home/apt,314,2,52,11/22/2022,0.67,10,337,12,STR-OPLI-19-002092
12537842,Classic Queen Anne Craftsman,39395381,Anne Marie,Queen Anne,East Queen Anne,47.64115,-122.3549,Entire home/apt,400,30,9,8/1/2022,0.12,1,0,1,
12847258,Seattle Microhome centrally located - free parking,5312600,Rainer,Central Area,Madrona,47.61467,-122.29478,Entire home/apt,90,3,52,10/22/2022,0.65,1,14,11,STR-OPLI-19-001183
12563525,Modern Green Lake Tudor sleeps 8-10 (4 bed/3 bath),68108258,Marita,Other neighborhoods,Wallingford,47.67134,-122.33092,Entire home/apt,507,4,8,7/10/2019,0.11,1,9,0,STR-OPLI-22-001033
12850858,Magnolia Memories,70204462,Debra,Magnolia,Briarcliff,47.64377,-122.40106,Entire home/apt,138,2,26,12/4/2022,0.34,1,142,12,STR-OPLI-19-000127
12566321,"Red Door Flat, Luxurious Studio in West Seattle",41431186,Carol & Ian,West Seattle,Alki,47.56496,-122.40163,Entire home/apt,159,5,197,9/7/2022,2.66,1,294,12,STR-OPLI-21-000205
12573882,Ravenna Retreat: Peaceful yet close to everything!,68186108,Sabina,Other neighborhoods,Ravenna,47.68001,-122.31103,Entire home/apt,139,3,324,11/29/2022,4.04,1,283,26,STR-OPLI-19-001176
13787761,Top Floor Apartment; Charming and Private,17576448,Janet,Other neighborhoods,Phinney Ridge,47.6702,-122.35493,Entire home/apt,125,1,255,10/30/2022,3.23,1,113,72,STR-OPLI-19-001792
13794197,Recently Remodeled Lower Level in West Seattle,25736673,Renee,West Seattle,North Admiral,47.57626,-122.39009,Entire home/apt,150,1,122,12/14/2022,1.55,1,230,34,STR-OPLI-22-001023
13814892,"Fremont Townhouse, Walk to Everything!",7940078,John,Other neighborhoods,Fremont,47.65279,-122.35486,Private room,62,2,209,9/27/2022,2.66,3,108,22,STR-OPLI-19-001808
13823956,Ballard Garden Flat,71140572,Wendy,Ballard,Loyal Heights,47.68425,-122.38678,Entire home/apt,131,1,551,12/5/2022,7,1,351,88,STR-OPLI-19-000926
13825056,Greenwood Piano Studio - Clean lines & big windows,2777054,Stacia,Other neighborhoods,Greenwood,47.70163,-122.34716,Entire home/apt,59,1,456,12/20/2022,5.8,2,41,69,STR-OPLI-19-001030
12601662,Cozy Artist House in Fremont,68385710,Leslie,Other neighborhoods,Fremont,47.65721,-122.36194,Entire home/apt,180,4,98,10/16/2022,1.23,1,209,13,STR-OPLI-19-002469
12625278,"Sweet room, great location on Capitol Hill.",16718874,Patrice,Capitol Hill,Stevens,47.62057,-122.30893,Private room,53,30,170,11/29/2022,2.1,1,359,2,STR-OPLI-19-533109
12632193,Cozy Room in Capitol Hill Townhouse,24363136,Andrew,Capitol Hill,Broadway,47.6237,-122.31889,Private room,118,2,45,11/24/2022,4.79,1,253,45,STR-OPLI-21-001310
12649999,Beautifully renovated vintage Capitol Hill Apt,10013531,Cate,Capitol Hill,Broadway,47.62029,-122.31899,Entire home/apt,129,3,270,12/4/2022,3.33,5,168,34,STR-OPLI-19-000047
14790343,Cozy Queen Anne Apartment for 4 with parking!,11246556,Kari,Queen Anne,North Queen Anne,47.64168,-122.37407,Entire home/apt,101,1,297,12/14/2022,3.88,1,171,41,STR-OPLI-19-002735
14798986,Modern Townhome With Private Rooftop Deck,92376697,Mark And Robin,Magnolia,Southeast Magnolia,47.6388,-122.38795,Entire home/apt,280,1,58,12/9/2022,5.58,1,63,58,STR-OPLI-22-000226
13831631,Center UW Simple Spacious & Comfy 108,3074414,Melissa,University District,University District,47.66312,-122.31397,Entire home/apt,92,30,16,9/12/2021,0.21,119,275,0,
13843060,Portage Bay Guest Cottage,55486846,Charlie,Cascade,Eastlake,47.65132,-122.32236,Entire home/apt,88,3,185,12/9/2022,2.41,1,303,37,STR-OPLI-19-003101
13845855,Urban Forest Studio,11280258,Abram & Arthur,Beacon Hill,North Beacon Hill,47.58723,-122.3113,Entire home/apt,80,30,190,11/27/2022,2.46,1,74,7,STR-OPLI-19-001717
14841017,Classic retreat convenient to everything.,89929099,Tess,Capitol Hill,Stevens,47.63126,-122.31044,Entire home/apt,201,2,240,11/28/2022,3.15,1,164,41,STR-OPLI-19-001167
13846894,Center of City Detached Ensuite Capitol Hill,80553994,Tanya & Tom,Capitol Hill,Broadway,47.62053,-122.31479,Entire home/apt,105,1,488,11/28/2022,6.55,1,283,97,STR-OPLI-19-000964
14855437,Modern+Contemporary Townhome's BR (Private Floor),2834838,Kangie,Ballard,West Woodland,47.66954,-122.36523,Private room,69,30,135,3/13/2020,1.77,1,0,0,STR-OPLI-19-002868
14872179,Customized Urban Chic Condo with Balcony,5644416,Courtney,Queen Anne,East Queen Anne,47.62854,-122.34455,Entire home/apt,158,1,362,11/26/2022,4.77,3,135,58,STR-OPLI-19-003401
13865648,Aloha Carriage House Capitol Hill -Gated Sleeps 8🌷,150488044,Toni Marie,Capitol Hill,Broadway,47.62666,-122.31396,Entire home/apt,387,2,147,12/11/2022,1.88,3,151,31,STR-OPLI-19-001179
13908739,Quiet apartment in Ravenna / Bryant,3655509,Patric,Other neighborhoods,Ravenna,47.67152,-122.29313,Entire home/apt,81,2,243,12/8/2022,3.18,1,106,48,STR-OPLI-19-001430
14872823,Close to city center and airport! (#1),11530717,Alexis,Rainier Valley,Columbia City,47.56978,-122.29253,Private room,46,1,146,9/10/2022,1.96,1,330,7,STR-OPLI-19-003027
13913909,Full Apartment 7 miles north of Downtown Seattle,71374903,Krisanne,Northgate,Haller Lake,47.72533,-122.32682,Entire home/apt,99,2,93,11/27/2022,1.19,1,169,19,STR-OPLI-19-001738
12868418,Entire  5 bedroom house for family of 4-7 guests,70364055,Douglas,Ballard,Loyal Heights,47.68014,-122.37752,Entire home/apt,200,2,61,11/26/2022,0.77,1,83,12,STR-OPLI-20-000028
13925303,"Mountain View Room, walk UW, self check-in",53552204,Randy,University District,University District,47.66486,-122.30583,Private room,65,1,59,10/16/2022,0.75,6,52,6,STR-OPLI-21-001118
13940437,Sweet Backyard Cottage Central Seattle,37224930,Ann,Central Area,Madrona,47.60986,-122.29439,Entire home/apt,199,5,53,10/9/2022,0.68,1,283,5,STR-OPLI-19-001283
14886497,New and Cosy Apartment in Heart of the City,15286874,Constance,Other neighborhoods,Ravenna,47.67064,-122.29151,Private room,60,2,88,12/15/2022,1.15,1,7,17,STR-OPLI-19-001482
14902010,Convenient and Comfortable Capitol Hill Apartment,88232958,Patti,Capitol Hill,Stevens,47.62188,-122.30232,Entire home/apt,103,2,240,12/18/2022,3.5,1,224,75,STR-OPLI-19-000670
14902204,Private Ballard Backyard Cottage with Natural Light,55061165,Bev & Grant,Ballard,Adams,47.67589,-122.3879,Entire home/apt,99,2,581,12/15/2022,7.76,1,88,109,STR-OPLI-19-000278
14903598,ALKI BEACH HIDEAWAY-Private Patio / Steps2beach,78134139,Michael,West Seattle,Alki,47.57802,-122.41361,Entire home/apt,90,1,205,11/28/2022,3.13,11,222,48,STR-OPLI-19-000831
14915363,Best Cozy Room close to downtown and UW,91502675,Sampa,Lake City,Matthews Beach,47.70285,-122.29001,Private room,57,3,27,8/31/2022,0.36,2,179,2,STR-OPLI-20-000267
14917821,Luxurious Nest in downtown Fremont,14012754,Lara,Other neighborhoods,Fremont,47.65587,-122.35574,Entire home/apt,99,30,169,12/16/2022,2.22,4,173,8,STR-OPLI-19-001873
14918819,Hamlin Street Casa- charming cottage steps from UW,75505193,Caleb And Sharsti,Capitol Hill,Montlake,47.64581,-122.30807,Entire home/apt,108,5,175,12/20/2022,2.29,2,33,10,STR-OPLI-19-003230
13941977,Lovely Wallingford Home,14489132,Laurie,Other neighborhoods,Wallingford,47.65419,-122.34163,Private room,55,30,14,10/25/2021,0.38,1,23,0,STR-OPLI-19-002784
13981404,"Sweet, cozy, and private MIL unit",7076008,Ed,Capitol Hill,Madison Park,47.64001,-122.2771,Entire home/apt,85,1,151,11/18/2022,1.93,1,256,48,STR-OPLI-19-002148
13994043,Garden Apt - Full 1 Bdrm - in the Heart of Seattle,27128557,Louis & Kevin,Central Area,Mann,47.61261,-122.30236,Entire home/apt,159,1,347,4/25/2020,4.43,3,0,0,STR-OPLI-19-000917
14010358,Ballard Hummingbird Hide Away in 1921 Craftsman Home,14765995,Nicole,Ballard,Adams,47.67571,-122.38389,Entire home/apt,136,3,201,12/4/2022,2.76,2,241,49,STR-OPLI-21-000232
14928686,Close to city center and airport! (#2),376406912,Alexis,Rainier Valley,Columbia City,47.56917,-122.29388,Private room,50,1,189,12/7/2022,2.53,1,342,14,STR-OPLI-19-003027
14991780,Capitol Hill Estate,60805143,Rebecca,Capitol Hill,Broadway,47.62109,-122.31637,Entire home/apt,391,3,77,11/28/2022,1.03,1,261,24,STR-OPLI-19-002692
14010379,Luxury Waterfront Condo Steps to Pike Place Market,7390401,Preben,Downtown,Pike-Market,47.609661,-122.344788,Entire home/apt,301,4,111,12/14/2022,1.66,1,313,32,STR-OPLI-19-002417
14011625,Tiny House Backyard Bungalow Next to Green Lake,17269911,Rob,Other neighborhoods,Green Lake,47.67463,-122.33147,Entire home/apt,81,1,710,12/18/2022,9.07,6,340,92,STR-OPLI-19-001662
12869052,"The Camlin, WA, Studio #1",10981379,Jan,Downtown,Central Business District,47.6139,-122.33276,Entire home/apt,214,30,1,3/8/2018,0.02,6,0,0,
14025287,The Walden,76993344,Jeff,Central Area,Mann,47.61522,-122.29831,Entire home/apt,250,3,185,11/26/2022,2.39,1,332,36,STR-OPLI-19-003363
15028921,(NEW) Wallingford Cottage with Stunning Views!,23549241,Kate,Other neighborhoods,Wallingford,47.65655,-122.33763,Entire home/apt,138,2,148,11/25/2022,2.05,1,272,44,STR-OPLI-19-002179
12908346,Amazing Condo in Heart of Seattle,13200167,Kumail,Downtown,Belltown,47.61766815,-122.3464737,Entire home/apt,92,2,563,12/7/2022,6.98,2,289,80,STR-OPLI-19-000975
15053620,Cozy Private Unit in Central Capitol Hill,11398060,Matt,Capitol Hill,Broadway,47.61909,-122.31879,Entire home/apt,84,1,516,11/20/2022,6.75,1,82,87,STR-OPLI-19-003456
14042945,Modern and New in Wallingford,63674214,Liz,Other neighborhoods,Wallingford,47.66169,-122.34127,Entire home/apt,81,30,100,11/2/2022,1.29,9,276,1,STR-OPLI-19-002371
12918045,Artfully Modern 2BR in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63976,-122.32352,Entire home/apt,136,3,233,12/5/2022,2.92,7,317,50,STR-OPLI-19-000681
12929985,Ballard Greenwood Private Suite,13345485,Tim,Other neighborhoods,Phinney Ridge,47.68212,-122.36104,Entire home/apt,75,1,716,12/18/2022,8.88,1,237,126,STR-OPLI-19-001674
14049107,Secluded Laurelhurst Home with Tranquil Garden,36436545,Brian,Other neighborhoods,Laurelhurst,47.65979,-122.27697,Private room,85,1,300,12/9/2022,3.96,1,335,51,STR-OPLI-19-000635
14070994,"BRAND NEW, ADORABLE APPT",2754788,Amaris,Other neighborhoods,Fremont,47.65864,-122.36143,Entire home/apt,138,2,146,9/1/2022,1.87,2,359,17,STR-OPLI-19-002688
14084566,Cozy Seattle Bedroom #2,50596206,Jeanine,Rainier Valley,Mount Baker,47.58583,-122.29436,Private room,100,1,149,9/20/2022,1.91,2,314,6,STR-OPLI-19-000462
14103694,Beautiful historic house in Central Seattle,9359786,Aaron,Central Area,Minor,47.60968,-122.30479,Entire home/apt,249,3,130,11/25/2022,1.74,1,179,14,STR-OPLI-19-000569
15109066,Stylish Basement Apt By Lake Wash/Downtown-LT Only,74727763,Malinda,Rainier Valley,Mount Baker,47.58301,-122.29066,Entire home/apt,70,30,116,11/16/2022,1.52,2,267,6,STR-OPLI-19-002633
